CHARTER NAME,CDN,TYPE,RECEIVED DATE,DECISION DATE,STATUS,AMENDMENT #,ITEM #,DESCRIPTION,EFFECTIVE DATE,SUBCHAPTER E
THE EXCEL CENTER (FOR ADULTS),'227827,ADDITIONAL SITE/CAMPUS REQUEST,2023-06-29,7/18/2023,Approved,149-23,3.0,"add a campus to be called Fort Worth, to be located in the North Central Texas area, to serve students in grades nine (9) through twelve (12), effective August 1, 2023",8/ 1/2023,No
THE EXCEL CENTER (FOR ADULTS),'227827,GEOGRAPHIC BOUNDARY - ADD,2023-06-29,7/18/2023,Approved,149-23,4.0,"add Aledo ISD, Arlington ISD, Azle ISD, Birdville ISD, Castleberry ISD, Crowley ISD, Eagle Mountain-Saginaw ISD, Everman ISD, Fort Worth ISD, Godley ISD, Hurst-Euless-Bedford ISD, Kennedale ISD, Lake Worth ISD and White Settlement ISD to the charter school’s geographic boundaries, effective August 1, 2023",8/ 1/2023,No
THE EXCEL CENTER (FOR ADULTS),'227827,ADDITIONAL SITE/CAMPUS REQUEST,2023-06-28,7/18/2023,Approved,149-23,1.0,"add a campus to be called Connally, to be located at 899 FM 632, Kenedy, Texas 78119, to serve students in grades nine (9) through twelve (12), effective August 1, 2023",8/ 1/2023,No
THE EXCEL CENTER (FOR ADULTS),'227827,GEOGRAPHIC BOUNDARY - ADD,2023-06-28,7/18/2023,Approved,149-23,2.0,"add Karnes City ISD, Kenedy ISD, Pawnee ISD, Pettus ISD, Runge ISD and Windham School District to the charter school’s geographic boundaries, effective August 1, 2023",8/ 1/2023,No
THE LAWSON ACADEMY,'101864,GRADE LEVEL CHANGE,2023-02-06,4/26/2023,Approved,032-23,2.0,"add Prekindergarten three-year olds through grade five (5) to the charter grade levels served, effective July 1, 2023",7/ 1/2023,No
THE LAWSON ACADEMY,'101864,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-06,4/10/2023,Withdrawn,032-23,1.0,"add a campus to be called The Lawson Academy Elementary, to be located at 5052 Scott Street, Houston, Texas 77004, to serve Prekindergarten three-year olds through grade five (5), effective July 1, 2023",7/ 1/2023,No
THE LAWSON ACADEMY,'101864,ENROLLMENT CHANGE,2023-02-06,3/21/2023,Withdrawn,032-23,3.0,"increase the charter's maximum student enrollment from to 1,080, effective July 1, 2023",7/ 1/2023,No
THE PRO-VISION ACADEMY,'101868,OTHER,2023-02-01,4/25/2023,Withdrawn,035-23,1.0,"change the instructional week to a four-day week, effective April 27, 2022",,No
THE RHODES SCHOOL FOR THE PERFORMING ,'101861,ADDRESS CHANGE - CAMPUS - ,2023-01-19,3/16/2023,Approved,009-23,1.0,"relocate campus #105, The Rhodes School - Humble, from 600 Charles Street, Humble, Texas 77338 to 1500 Montgomery Lane, Humble, Texas 77338, effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,GEOGRAPHIC BOUNDARY - ADD,2023-05-17,5/24/2023,Approved,117-23,5.0,"add Alavardo ISD, Azle ISD, Carroll ISD, Glen Rose ISD, Granbury ISD, Grandview ISD, Grapevine-Colleyville ISD, Kennedale ISD, Rio Vista ISD, Springtown ISD, and Tolar ISD to the charter's approved geographic boundaries, effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,ADDITIONAL SITE/CAMPUS REQUEST,2023-05-17,5/24/2023,Approved,117-23,3.0,"add a campus to be named Trinity Basin Preparatory HPA West, to be located at 8300 W. Fwy., Fort Worth, Texas 76108, to serve students Prekindergarten three-year olds through grade five (5), effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,START DATE CHANGE - CAMPUS,2023-05-17,5/24/2023,Approved,120-23,1.0,"postpone the opening of campus 057813-106, Trinity Basin Preparatory - Arlington, from the 2023-2024 school year to 2024-2025 school year, effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,ADDITIONAL SITE/CAMPUS REQUEST,2023-05-17,5/24/2023,Approved,117-23,2.0,"add a campus to be named Trinity Basin Preparatory HPA South, to be located at 7241 Crowley Rd., Fort Worth, Texas 76134, to serve students Prekindergarten three-year olds through grade six (6), effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,GRADE LEVEL CHANGE,2023-05-17,5/24/2023,Approved,117-23,4.0,"add grades nine (9) through twelve (12) to the charter's approved grade levels, effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,ADDITIONAL SITE/CAMPUS REQUEST,2023-05-17,5/24/2023,Approved,117-23,1.0,"add a campus to be named Trinity Basin Preparatory HPA Upper School, to be located at 1256 Jim Wright Fwy., White Settlement, Texas 76108, to serve students in grade six (6) through twelve (12), effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,CHARTER LANGUAGE,2023-06-22,6/30/2023,Process,140-23,1.0,"adopt the revised charter language, effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,ENROLLMENT CHANGE,2023-05-17,5/24/2023,Approved,117-23,6.0,"increase the charter's maximum student enrollment from 9,000 to 11,000 effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,OTHER,2023-04-10,6/14/2023,Approved,102-23,5.0,"extend campus dormancy for 046802-019, Trinity Charter Schools - Austin Campus, for the 2023-2024 school year, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,NAME CHANGE - CAMPUS,2023-01-24,3/16/2023,Approved,012-23,5.0,"change the name of campus #046802-008, Trinity Charter Schools - Houston Campus, to Trinity Charter Schools - La Porte Campus, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,ADDRESS CHANGE - CAMPUS - ,2023-01-24,3/16/2023,Approved,012-23,1.0,"relocate campus #046802-008, Trinity Charter Schools - Houston Campus, from 262 North Sam Houston Parkway, Houston, Texas 77060 to 514 Bayridge Road, La Porte, Texas 77571, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,CLOSE CAMPUS - RETURN SITE,2023-04-10,6/14/2023,Approved,102-23,3.0,"close campus and return CDCN 046802-020, Trinity Charter School - Blooming Grove Campus, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,CLOSE CAMPUS - RETURN SITE,2023-04-10,6/14/2023,Approved,102-23,4.0,"close campus and return CDCN 046802-023, Trinity Charter School - Houston Campus - Dawn Rd, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,ADDRESS CHANGE - CAMPUS - ,2023-04-10,6/14/2023,Approved,102-23,1.0,"relocate campus 046802-004, Trinity Charter Schools - Katy Campus, from 5638 Kingsland Blvd, Katy, Texas 77494 to 710 South 7th Street, Richmond, Texas 77469, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,NAME CHANGE - CAMPUS,2023-01-24,3/16/2023,Approved,012-23,4.0,"change the name of campus #046802-011 from Trinity Charter Schools - Tyler Campus to Trinity Charter Schools - Tyler Reclaim Academy, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,ADDRESS CHANGE - CAMPUS - ,2023-01-24,3/16/2023,Approved,012-23,3.0,"relocate campus #046802-011, Trinity Charter Schools - Houston Campus, from 2902 HWY 31 E, Tyler, Texas 75702 to 1820 Shiloh Rd, Suite 1303, Tyler, Texas 75703, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,ADDRESS CHANGE - CAMPUS - ,2023-03-11,6/14/2023,Approved,102-23,6.0,"relocate campus 046802-015, Trinity Charter Schools - Spring Campus, from 2929 FM 2920, Spring, Texas 77388 to 27708 Tomball Parkway, Tomball, Texas 77375, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,NAME CHANGE - CAMPUS,2023-07-20,,Process,153-23,1.0,"change the name of campus #046802-011 from Trinity Charter Schools-Tyler Reclaim Academy to Trinity Charter Schools-Reclaim Virtual Academy, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,NAME CHANGE - CAMPUS,2023-04-10,6/14/2023,Approved,102-23,2.0,"change the name of campus 046802-004 from Trinity Charter Schools - Katy Campus to Trinity Charter Schools - Richmond Campus, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,NAME CHANGE - CAMPUS,2023-04-11,6/14/2023,Approved,102-23,7.0,"change the name of campus 046802-015 from Trinity Charter Schools - Spring Campus to Trinity Charter Schools - Tomball Campus, effective July 1, 2023",7/ 1/2023,No
TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,'071803,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-01,4/10/2023,Approved,073-23,1.0,"add a campus to be called Triumph Public High Schools - Abilene, to be located in the Abilene area, to serve students in grades nine (9) through twelve (12), effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,'071803,GEOGRAPHIC BOUNDARY - ADD,2023-03-01,4/10/2023,Approved,073-23,2.0,"add to the charter's geographic boundaries Abilene ISD, Clyde CISD, Eula ISD, Hawley ISD, Merkel ISD and Wylie ISD, effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,'071803,CHARTER LANGUAGE,2023-05-17,6/30/2023,Process,119-23,1.0,"to adopt the revised charter language, effective August 1, 2023",8/ 1/2023,No
TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,'240801,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-28,4/10/2023,Approved,068-23,1.0,"add a campus to be located in the South San Antonio, to be called Triumph Public High Schools-San Antonio, to serve grades nine (9) through twelve (12), effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,'240801,GEOGRAPHIC BOUNDARY - ADD,2023-02-28,4/10/2023,Approved,068-23,2.0,"add to the charter's geographic boundaries East Central ISD, Edgewood ISD, Ft. Sam Houston ISD, Floresville ISD, Harlandale ISD, Judson ISD, Lackland ISD, La Vernia ISD, Medina Valley ISD, North East ISD, Northside ISD, San Antonio ISD, Somerset ISD, South San Antonio ISD, Southside ISD, and Southwest ISD effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,'152803,ENROLLMENT CHANGE,2023-03-01,,Process,075-23,3.0,"increase the charter's maximum student enrollment from 400 to 500, effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,'152803,GEOGRAPHIC BOUNDARY - ADD,2023-03-01,,Process,075-23,2.0,"add Amarillo ISD, Bushland ISD, Canyon ISD, Claude ISD, Highland Park ISD, Panhandle ISD, River Road ISD, Wildorado ISD to the charter's geographic boundaries, effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,'152803,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-01,,Process,075-23,1.0,"add a campus to be called Triumph Public High Schools - Amarillo, to be located in the Amarillo area, to serve students in grades nine (9) through twelve (12), effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,'152803,CHARTER LANGUAGE,2023-05-17,6/30/2023,Process,118-23,1.0,"to adopt the revised charter language, effective August 1, 2023",8/ 1/2023,No
TRIUMPH PUBLIC HIGH SCHOOLS-RIO ,'108804,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-28,4/10/2023,Approved,067-23,1.0,"add a campus to be called Triumph Public High Schools - Corpus Christi, to be located in the Corpus Christi area, to serve students in grades nine (9) through twelve (12), effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-RIO ,'108804,GEOGRAPHIC BOUNDARY - ADD,2023-02-28,4/10/2023,Approved,067-23,2.0,"add Calallen ISD, Corpus Christi ISD, Driscoll ISD, Flour Bluff ISD, Gregory-Portland ISD, Ingleside ISD, London ISD, Robstown ISD, Tuloso-Midway ISD, and West Oso ISD to the charter's geographic boundaries, effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-RIO ,'108804,ENROLLMENT CHANGE,2023-02-28,4/10/2023,Approved,067-23,3.0,"increase maximum student enrollment from 700 to 900, effective August 1, 2024",8/ 1/2024,No
UNIVERSAL ACADEMY,'057808,ENROLLMENT CHANGE,2023-06-12,6/21/2023,Process,133-23,1.0,"increase the charter maximum student enrollment from 3,000 to 7,500, effective July 1, 2023",6/19/2023,No
UNIVERSAL ACADEMY,'057808,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-23,5/26/2023,Denied,059-23,1.0,"add a campus to be called Universal/Friendship Academy, to be located at 8500 Sweetwater, Houston, Texas, to serve prekindergarten four-year olds through grade twelve (12), effective July 1, 2023",7/ 1/2023,No
UNIVERSAL ACADEMY,'057808,GEOGRAPHIC BOUNDARY - ADD,2023-02-23,5/26/2023,Denied,059-23,2.0,"add Aldine ISD, Conroe ISD, Galena Park ISD, Houston ISD, Humble ISD, Katy ISD, Klein ISD, Magnolia ISD, Montgomery ISD, New Caney ISD, Sheldon ISD, Splendora ISD, Spring ISD, Spring Branch ISD, and Willis ISD to the charter's geographic boundaries, effective July 1, 2023",7/ 1/2023,No
UNIVERSAL ACADEMY,'057808,ENROLLMENT CHANGE,2023-02-23,5/26/2023,Denied,059-23,3.0,"increase the charter maximum student enrollment from 3,000 to 10,000, effective July 1, 2023",7/ 1/2023,No
UNIVERSITY OF TEXAS UNIVERSITY ,'227806,OTHER,2023-03-08,3/23/2023,Approved,089-23,1.0,"end the dormancy for campus 227806-051, The Refuge, effective May 1, 2023",5/ 1/2023,Yes
UNIVERSITY OF TEXAS UNIVERSITY ,'227806,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-09,2/22/2023,Approved,039-23,1.0,"add a site under campus #227806-025, Methodist Children's Home, to serve grades six (6) through twelve (12), to be located at 1439 Methodist Ranch Road, Waco, Texas 76705, effective August 1, 2023",8/ 1/2023,Yes
UNIVERSITY OF TEXAS UNIVERSITY ,'227806,OTHER,2023-05-10,5/24/2023,Approved,113-23,1.0,"request dormancy for campus #227-806-049, Munday, for the 2023-2024 school year, effective August 1, 2023",8/ 1/2023,Yes
UNIVERSITY OF TEXAS UNIVERSITY ,'227806,OTHER,2023-06-06,6/30/2023,Approved,135-23,1.0,"request dormancy for campus #227-806-029, Depelchin-Richmond, for the 2023-2024 school year, effective August 1, 2023",8/ 1/2023,Yes
UNIVERSITY OF TEXAS UNIVERSITY ,'227806,CLOSE CAMPUS - RETURN SITE,2023-02-09,3/ 3/2023,Approved,040-23,1.0,"close campus and return CDCN #227-806-055, Cross Creek, effective October 31, 2022",10/31/2022,Yes
UPLIFT EDUCATION,'057803,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-12,5/24/2023,Approved,006-23,1.0,"add a campus to serve students in grades nine (9) through twelve (12), to be named Uplift Ascend Prep HS, to be located at 3301 Turf Paradise Pkwy, Fort Worth, Texas 76140, effective July 1, 2023",7/ 1/2023,No
UPLIFT EDUCATION,'057803,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-12,5/24/2023,Approved,006-23,2.0,"add a campus to serve students in grades nine (9) through twelve (12), to be named Uplift Elevate Prep HS, to be located at 10800 Chapin Road, Fort Worth, Texas 76108, effective July 1, 2023",7/ 1/2023,No
"VALERE PUBLIC SCHOOLS, INC.",'227824,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-21,3/ 8/2023,Denied,050-23,1.0,"add a campus to be called Promesa College Prep Corpus Christi, to be located at 5858 South Padre Island Drive, Corpus Christi, Texas 78412, to serve students Prekindergarten three-year olds to grade twelve (12), effective February 28, 2023",2/28/2023,No
VALOR PUBLIC SCHOOLS,'227829,NAME CHANGE - CHARTER HOLDER,2023-02-07,,Process,033-23,1.0,"change the name of the charter holder for Valor Public Schools (227829) from Valor Texas Education Foundation to Valor Texas Education, effective November 14, 2022",11/14/2022,No
VALOR PUBLIC SCHOOLS,'227829,NAME CHANGE - CHARTER,2023-02-07,,Process,033-23,2.0,"change the name of the charter (227829) from Valor Public Schools to Valor Education, effective November 14, 2022",11/14/2022,No
VANGUARD ACADEMY,'108808,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-01,3/29/2023,Approved,085-23,4.0,"add a site under campus 108808-105 to be called Sunrise Learning Center, to be located at 523 N. 22nd Avenue Edinburg, Texas 78541, to serve Prekindergarten three-year olds and four-year olds, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-01,3/29/2023,Approved,085-23,3.0,"add a site under campus 108808-107 to be called Super Star Kids Learning Center, to be located at 7329 N. Doffing Road, Mission, Texas 78574, to serve Prekindergarten three-year olds and four-year olds, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,OTHER,2023-07-06,7/18/2023,Approved,150-23,5.0,"relocate the approved site (#085-23.4) under campus #108808-107, from 523 N. 22nd Avenue Edinburg, Texas 78541 to 4106 South Raul Longoria Road Edinburg, Texas 78542, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-01,3/29/2023,Approved,085-23,1.0,"add a site under campus 108808-107 to be called Little Crayons Institute, LLC, to be located at 1640 E. Griffin Parkway Mission, Texas 78572, to serve Prekindergarten three-year olds and four-year olds, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-01,3/29/2023,Approved,085-23,5.0,"add a site under campus 108808-105 to be called Angel Wings Learning Center, LLC, to be located at 1005 E. Schunior Street, Edinburg, Texas 78541, to serve Prekindergarten three-year olds and four-year olds, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,OTHER,2023-07-06,7/18/2023,Approved,150-23,1.0,"relocate the approved site (#085-23.2) under campus #108808-107, from 2116 Oleander Dr. Mission, Texas 78572 to 2407 Brock St. Suite 18 and 19 Mission, Texas 78572, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,OTHER,2023-07-06,7/18/2023,Approved,150-23,2.0,"rename the approved site (#085-23.2) under campus #108808-107, from Einstein's Academy LLC to Kids Crusade Academy, LLC, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,OTHER,2023-07-06,7/18/2023,Approved,150-23,3.0,"relocate the approved site (#085-23.3) under campus #108808-107, from 7329 N. Doffing Rd. Mission, Texas 78574 to 2407 Brock St. Suite 18 and 19 Mission, Texas 78572, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,OTHER,2023-07-06,7/18/2023,Approved,150-23,4.0,"rename the approved site (#085-23.3) under campus #108808-107, from Super Star Kids Learning Center to Kidz Crusade Academy, LLC, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-01,3/29/2023,Approved,085-23,2.0,"add a site under campus 108808-107 to be called Einstein's Academy LLC, to be located at 2116 Oleander Dr. Mission, Texas 78573, to serve Prekindergarten three-year olds and four-year olds, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-01,3/29/2023,Approved,085-23,6.0,"add a site under campus 108808-105 to be called Brighter Future Learning Center, to be located at 223 Conquest, Edinburg, Texas 78539, to serve Prekindergarten three-year olds and four-year olds, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,OTHER,2023-01-20,3/ 3/2023,Approved,045-23,2.0,"temporarily relocate campus 108808-107, Vanguard Monet, from 3000 North Stewart Road, Mission, Texas 78574 to 1020 N. Los Ebanos Rd. Mission, TX 78572, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,OTHER,2023-01-20,3/ 3/2023,Approved,045-23,1.0,"change the previously approved start date for the approved campus to be named Vanguard Monet from the 2024-2025 to the 2023-2024 school year, effective January 20, 2023",1/20/2023,No
VANGUARD ACADEMY,'108808,START DATE CHANGE - CAMPUS,2023-01-20,2/16/2023,Withdrawn,010-23,1.0,"change the previously approved start date for the approved campus to be named Vanguard Monet from the 2024-2025 to the 2023-2024 school year, effective January 20, 2023",1/20/2023,No
VANGUARD ACADEMY,'108808,OTHER,2023-07-06,7/18/2023,Approved,150-23,6.0,"rename the approved site (#085-23.4) under campus #108808-107, from Sunrise Learning Center to Genesis Learning Center, Inc., effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-01,3/29/2023,Approved,085-23,7.0,"add a site under campus 108808-105 to be called Mini Kidspace Daycare & Learning Academy, Inc., to be located at 2518 North Closner Blvd. Edinburg, Texas 78541, to serve Prekindergarten three-year olds and four-year olds, effective August 1, 2023",8/ 1/2023,No
VANGUARD ACADEMY,'108808,NEW SCHOOL OR HIGH QUALITY ,2023-02-07,3/ 3/2023,Approved,057-23,1.0,"establish for purposes of High-Quality Campus Designation, in accordance with 19 TAC §100.1033(b)(13), a new charter school campus under the school’s existing open-enrollment charter, Vanguard Monet, to be located at3000 North Stewart Road, Mission, Texas 78574, to serve students prekindergarten three year-olds through grade twelve (12), to be paired with expansion amendment #065-22.1, effective January 31, 2023",1/31/2023,No
VILLAGE TECH SCHOOLS,'057847,CHARTER LANGUAGE,2023-02-09,4/26/2023,Approved,094-23,1.0,"update charter language to reflect change to a four-day instructional week, effective August 1, 2023",8/ 1/2023,No
VILLAGE TECH SCHOOLS,'057847,START DATE CHANGE - CAMPUS,2023-06-23,6/30/2023,Approved,141-23,1.0,"postpone opening the previously approved campus (#060-22.1) to be located in Southern Dallas County from the 2023-2024 school year to the 2024-2025 school year, effective June 8, 2023",6/ 8/2023,No
VILLAGE TECH SCHOOLS,'057847,START DATE CHANGE - CAMPUS,2023-06-22,6/30/2023,Approved,141-23,2.0,"postpone opening the previously approved campus (#060-22.2) to be located in Southern Dallas County from the 2023-2024 school year to the 2024-2025 school year, effective June 8, 2023",6/ 8/2023,No
WACO CHARTER SCHOOL,'161801,CHARTER CLOSURE,2023-03-01,3/16/2023,Approved,072-23,1.0,"voluntarily close and return the Generation 1 open-enrollment charter, effective July 31, 2023",7/31/2023,No
WESTLAKE ACADEMY CHARTER SCHOOL,'220810,FISCAL YEAR CHANGE,2023-06-06,6/30/2023,Approved,132-23,1.0,"change the charter school's fiscal year from beginning on September 1st and ending on August 31st to beginning on July 1st and ending on June 30th, effective September 1, 2023",9/ 1/2023,No
"YES PREP PUBLIC SCHOOLS, INC.",'101845,ENROLLMENT CHANGE,2023-03-02,4/26/2023,Approved,086-23,4.0,"increase the charter's maximum student enrollment from 17,750 to 20,375 effective July 1, 2024",7/ 1/2024,No
"YES PREP PUBLIC SCHOOLS, INC.",'101845,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-02,4/26/2023,Approved,086-23,3.0,"add a campus to be called YES Prep Southwest Elementary, to be located at 5212 Anderson Rd, Houston, Texas 77053, to serve students in Prekindergarten four-year olds through grade five (5), effective July 1, 2024",7/ 1/2024,No
"YES PREP PUBLIC SCHOOLS, INC.",'101845,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-02,4/26/2023,Approved,086-23,2.0,"add a campus to be called YES Prep North Rankin Elementary, to be located at 12537 Kuykendahl Rd, Houston, Texas 77014, to serve Prekindergarten four-year olds through grade five (5), effective July 1, 2024",7/ 1/2024,No
"YES PREP PUBLIC SCHOOLS, INC.",'101845,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-02,4/26/2023,Approved,086-23,1.0,"add a campus to be named YES Prep Hobby Elementary School, to be located at 7660 Hansen Rd, Houston, Texas 77061, to serve Prekindergarten four-year olds through grade five (5), effective July 1, 2024",7/ 1/2024,No
